frame_index,timestamp,instantaneous_score,filtered_score,confidence,ready,informative_fraction,warmup_samples,processing_time_s,capture_latency_s,score_change_detected,motor_position,roi_x,roi_y,roi_w,roi_h,raw_laplacian,norm_laplacian,w_laplacian,rel_laplacian,agree_laplacian,ms_laplacian,raw_tenengrad,norm_tenengrad,w_tenengrad,rel_tenengrad,agree_tenengrad,ms_tenengrad,raw_brenner,norm_brenner,w_brenner,rel_brenner,agree_brenner,ms_brenner,raw_wavelet,norm_wavelet,w_wavelet,rel_wavelet,agree_wavelet,ms_wavelet,raw_fourier,norm_fourier,w_fourier,rel_fourier,agree_fourier,ms_fourier,raw_edge_width,norm_edge_width,w_edge_width,rel_edge_width,agree_edge_width,ms_edge_width,noise_sigma,noise_level,snr,local_contrast,brightness,clipped_high,clipped_low,edge_density,edge_sufficiency,motion_px,motion_level,anisotropy,subject_label,subject_x,subject_y,subject_map_score,subject_score,subject_confidence,decision_margin,region_count,map_valid_fraction,map_relative_spread,scene_time_s,total_time_s,wall_time,interval_s,source,image_file
25,618.20496732,0.8002644242963003,0.8002644242963003,0.9407802685637755,1,1.0,26,0.010066158000086034,0.0,1,0.625,,,,,0.48029174702845173,0.7301095659495985,0.1426551153482667,0.7589438082870246,0.709983100318623,0.19838900004742754,1.194653126022026,0.8548121878928218,0.16763957205867164,0.8581753023189749,0.7378546458425062,0.2771659999325493,0.044619110002907025,0.78939490385758,0.2321029731233209,0.8784679110227913,0.9979874635139433,0.18074000001888635,0.09175636421610535,0.7943192905100521,0.21638822980112712,0.817342192372618,1.0,0.3808699999581222,0.04034718339509668,0.7850433779285945,0.16573447878168643,0.788129422910835,0.9928773945851002,1.125462000004518,0.4486841104487361,0.8955953467122216,0.07547963088692726,0.8355496605027769,0.4265184260672293,2.24516500009031,0.7413010650678117,0.12355017751130194,63.70104050181312,0.18518293792126225,0.33168553371055454,0.0,0.0,0.043229166666666666,1.0,0.02008573839861823,0.006695246132872743,0.09594011252453398,sharp area,1152,448,0.27045172452926636,0.006456899864463239,0.5477225575051661,0.002305835485458374,3,0.7,2.8875449711873458,0.0022015529999634964,0.025289124999972046,0.700488,0.025474,synthetic,
26,618.23044139,0.7509064482394784,0.7509064482394784,0.9298133219818828,1,1.0,27,0.009746731999939584,0.0,1,0.65,,,,,0.43826866634355965,0.6638432276368682,0.1365024990144021,0.7594731615077659,0.6784255919999183,0.19868499998665357,1.1699487200378917,0.8146607088171555,0.1693321399835752,0.8588736697479294,0.744190564376243,0.27607300000909163,0.04325098858796824,0.7374680411542651,0.2323084424533877,0.8793871508066888,0.9971464068866118,0.1804439999659735,0.0894050433569027,0.7443799018449601,0.2166869098472576,0.8179122776902079,1.0,0.38148099997670215,0.038431322766805706,0.7324386208375832,0.16571487615353514,0.7885874877912403,0.991506758436713,1.1618510000062088,0.44260156568716774,0.8602155368944316,0.07945513254784237,0.8365211942845036,0.4481558521354143,1.9349989999000172,0.7413010650678117,0.12355017751130194,63.6136365628336,0.1849288491641774,0.33169136795343135,0.0,0.0,0.043298611111111114,1.0,0.01659952049723202,0.00553317349907734,0.09532631211609979,sharp area,1152,448,0.27014806866645813,0.006437014823646743,0.5474946885840791,0.001963406801223755,3,0.7,2.9510875614219065,0.00222907199997735,0.024998589000006177,0.725671,0.025184,synthetic,
27,618.255624311,0.6809660589011522,0.6809660589011522,0.9182084225950171,1,1.0,28,0.009877286999994794,0.0,1,0.675,,,,,0.38358230691744183,0.5745877928395697,0.13022990537233006,0.7596515347506199,0.6434134390128725,0.19751799993628083,1.1335373456969853,0.7545609114319861,0.17144738243330807,0.8591090130564605,0.7489906668626289,0.2804440000545583,0.041333636639352224,0.6645032099648548,0.23344109765829166,0.8796969741596963,0.9959511579557945,0.18396300004042132,0.08610569293626287,0.6740427823144135,0.21797911921171817,0.8181043762036723,1.0,0.4151659999251933,0.035777174560472726,0.6593201429118098,0.16650770042740307,0.7887418274065072,0.9903832486575739,1.12329499995667,0.43365089704122434,0.8077458294410088,0.08039479489694902,0.8368486683964017,0.4506971767414913,2.0323129999724188,0.7413010650678117,0.12355017751130194,63.489248690416,0.18456724578259037,0.33169893750957413,0.0,0.0,0.042916666666666665,1.0,0.015425336152042347,0.005141778717347449,0.09477016494073995,sharp area,64,128,0.27283036708831787,0.5,0.0,0.03891071677207947,2,0.66,2.1676988539062045,0.009136194999996405,0.023822497000082876,0.749679,0.024007,synthetic,
28,618.27963216,0.613879781091187,0.613879781091187,0.9108945612848633,1,1.0,29,0.009719695000057982,0.0,1,0.7,,,,,0.3348067441523333,0.4917610235043129,0.12280814339687947,0.7609156314953952,0.6040969037384871,0.2042770000798555,1.0972002621091512,0.6932171053896582,0.17374797271844736,0.8607771094762191,0.7555182971115683,0.284018999991531,0.03949710152123374,0.5941889387894643,0.23411894429002483,0.8818936745878942,0.993656503542762,0.18387000000075204,0.08299298764101722,0.6071551957013406,0.21893482692803914,0.8194657412921861,1.0,0.37307399998098845,0.03327293677385864,0.5898554512688631,0.16691327710821469,0.7898354294938205,0.9887357469244054,1.0133319999567902,0.4238046573907933,0.7493030195394934,0.08347683555839451,0.8391708830262153,0.4654162405465005,2.1214610000015455,0.7413010650678117,0.12355017751130194,63.36502548835738,0.18420612110811121,0.3316893932866115,0.0,0.0,0.04078125,1.0,0.007112010282277252,0.0023706700940924175,0.09426760938746957,sharp area,64,128,0.2732028663158417,0.009191018608269097,0.5477225575051661,0.03906744718551636,2,0.66,2.1897352451359544,0.002157517000000553,0.019633778999946117,0.769492,0.019813,synthetic,
29,618.299442661,0.5529619295038407,0.5529619295038407,0.9065564594023747,1,1.0,30,0.009778121000067586,0.0,1,0.725,,,,,0.29391594141820887,0.4197526464890191,0.11688666183239796,0.7608246805672618,0.5720027083652232,0.21981500003676047,1.0633017522538781,0.6346485881368381,0.1770881730777284,0.8606570756078888,0.7660853119506842,0.29205599992110365,0.03786556583451213,0.5312879801139281,0.2348438596112526,0.8817355624765663,0.9916503596312489,0.18198099996880046,0.08021125741453226,0.5468605874335748,0.220070163879571,0.8193677919707908,1.0,0.37387100007890695,0.031005703271358338,0.5265008427407452,0.1672789415979472,0.7897567556588778,0.9857701360758508,1.0032579999688096,0.41490630316096316,0.6956725721767948,0.08383220000110282,0.8390037152822044,0.46502330042944146,2.163294000069982,0.7413010650678117,0.12355017751130194,63.25298789286359,0.18388042075961245,0.3316989973479626,0.0,0.0,0.03557291666666667,1.0,0.007709687346627123,0.002569895782209041,0.09387995918944293,sharp area,64,128,0.2734394967556,0.009198297429629498,0.5477225575051661,0.03866221010684967,2,0.66,2.1971176881539245,0.0021239789999754066,0.019466056000055687,0.789136,0.019644,synthetic,
30,618.319129106,0.47976514356806843,0.47976514356806843,0.9058783496335088,1,1.0,31,0.009886805999940407,0.0,1,0.75,,,,,0.2513159144312214,0.3421652319403487,0.1128695456512385,0.7601302881507884,0.5509383127583467,0.1987220000501111,1.0216060335446002,0.5611192631713202,0.17927409936325994,0.8597407195204346,0.7736851986483076,0.2835180000602122,0.035934373958826156,0.4565850479292526,0.2347686648280454,0.8805287192051555,0.9892608910647782,0.18133399998987443,0.07688221906550578,0.4743784437526151,0.2206317950292873,0.8186199682006381,1.0,0.3762579999602167,0.028358685270925155,0.45222544548702,0.1673286007254073,0.7891560447455047,0.9834030263687976,1.041646999965451,0.40294313543316757,0.6229010151915505,0.08512729440276148,0.8377278616555689,0.47129205590762396,2.1854610000673347,0.7413010650678117,0.12355017751130194,63.10976584813718,0.18346406525256587,0.33169818952971813,0.0,0.0,0.03387152777777778,1.0,0.012275190461454153,0.004091730153818051,0.0935159432526387,sharp area,64,128,0.27371734380722046,0.008148299627717188,0.5477225575051661,0.03864721953868866,2,0.66,2.222820216919948,0.009120381000002453,0.026682920999974158,0.816042,0.026905,synthetic,frame_000030.png
31,618.34679747,0.4167344590174127,0.4167344590174127,0.9087080839644561,1,1.0,32,0.01022013900001184,0.0,1,0.775,,,,,0.21759371975846384,0.27861042374078115,0.10719721243044945,0.7613517270755042,0.5224119602354531,0.2040370000031544,0.984599627655337,0.4940782165216588,0.1826726813922183,0.8613526864562997,0.786878261483048,0.332963000005293,0.03428256800071016,0.3921760010829287,0.2343142906340968,0.8826519288865852,0.9849728472326454,0.19235199999911856,0.07407565591229795,0.4126437847262068,0.22098595729681514,0.8199353930814731,1.0,0.3953140000021449,0.02610030848751281,0.3883014349731074,0.166770040443034,0.7902126365482848,0.9788114322659678,1.0548139999855266,0.39178598116873414,0.5538920874833382,0.08805981780338627,0.8399726114661213,0.4862253823444808,2.1844230000169773,0.7413010650678117,0.12355017751130194,62.982789563514295,0.18309493719362746,0.3317048615100337,0.0,0.0,0.03388888888888889,1.0,0.004247233673991472,0.0014157445579971572,0.09331468125779226,sharp area,64,128,0.2740277051925659,0.0077904885681912344,0.0,0.03869470953941345,2,0.66,2.237020903539903,0.002273646000048757,0.02045314800000142,0.837484,0.021442,synthetic,
32,618.36743871,0.34932613568770177,0.34932613568770177,0.916747831450962,1,1.0,33,0.010197175999905994,0.0,1,0.8,,,,,0.18675818057793583,0.2187775661846715,0.10315573984526238,0.7601430743895108,0.4982054720902578,0.20900000004075991,0.9448651973766562,0.42040544386868556,0.18439327022070262,0.8597575916408282,0.7873711276035924,0.3004630000305042,0.03258292110096843,0.3255701872354233,0.2356067179127753,0.8805509365103862,0.9822988243859759,0.1908890000095198,0.0710596781153154,0.34592731814275957,0.22298682356993602,0.8186337383009742,1.0,0.38587000005918526,0.02382581212283739,0.3235377302730004,0.16829299470502357,0.7891671068002498,0.9786277232158714,1.1119619999817587,0.379767862214922,0.47852989096418713,0.08556445374630015,0.8377513476479257,0.4687040412852295,2.149387000031311,0.7413010650678117,0.12355017751130194,62.843344645147084,0.18268956203086703,0.33170773375268076,0.0,0.0,0.03378472222222222,1.0,0.012191085595594052,0.004063695198531351,0.09336843005586802,sharp area,512,128,0.5605006814002991,0.5,0.0,0.0,1,0.64,1.032315295795744,0.0021748500000740023,0.019222909000063737,0.856894,0.01941,synthetic,
33,618.386848396,0.2797505273863936,0.2797505273863936,0.9088222348153799,1,1.0,34,0.010214084000040202,0.0,1,0.825,,,,,0.1618422421421498,0.1690570873626241,0.1545660360553314,0.9990216793639713,0.7184731672843789,0.197000000071057,0.9077559860492431,0.349745496310436,0.16539875172921795,0.9988587190024164,0.7689525817135919,0.2812779999885606,0.03103831245988646,0.26458764317215394,0.2150259982105477,0.9985328780212261,1.0,0.17949999994471,0.06833481088501203,0.28508062704632336,0.21188286985087426,0.9990216793639713,0.9849004378980486,0.39068500007033435,0.021735902808417185,0.2635644315921018,0.17212655553887668,0.9991846663119482,0.9999620705750351,1.2180549999811774,0.36883819289771486,0.4087567921084275,0.08099978861515215,0.9983699973929194,0.470948885983702,2.2584609999967142,0.0,0.0,1000.0,0.1822977253035003,0.33170997769224875,0.0,0.0,0.03366319444444445,1.0,0.004893997520059384,0.0016313325066864613,0.09283165014519117,sharp area,512,128,0.5622597932815552,0.008652017193764294,0.5477225575051661,0.0,1,0.64,1.0353858845991204,0.0090340470000001,0.029099177000034615,0.886197,0.029303,synthetic,
34,618.416149166,0.2190851027910732,0.2190851027910732,0.9222582532764408,1,1.0,35,0.010024008999948819,0.0,1,0.85,,,,,0.14018187882462105,0.12478202342187834,0.1554278464925358,0.997199390687071,0.7230621294864495,0.19672199994147377,0.8710601943213456,0.27811258543901024,0.1664247579673758,0.996733385616234,0.7745825688202362,0.2801110000518747,0.029564336620132064,0.20601485160627875,0.21465658513499358,0.9958020286846425,1.0,0.1783699999577948,0.06564753447237132,0.22463325350613833,0.21132723276680232,0.997199390687071,0.9831103138277145,0.38479599993479496,0.019700396262839263,0.20476975798400623,0.1720335360338674,0.997665613630339,0.999923824050388,1.1808319999317973,0.35673549274494787,0.3305233272992415,0.08013004160442493,0.9953366766204009,0.4668358120608819,2.165146000038476,0.0,0.0,1000.0,0.18189453424191943,0.3317179361979167,0.0,0.0,0.03369791666666667,1.0,0.014022691783583051,0.004674230594527684,0.09262727064505259,sharp area,512,128,0.565467119216919,0.007670737663589822,0.5477225575051661,0.0,1,0.64,1.0408260257604118,0.0020708309999690755,0.02180549799993514,0.908184,0.021987,synthetic,
35,618.438133924,0.16090253302061697,0.16090253302061697,0.9385023920756997,1,1.0,36,0.009864306000054057,0.0,1,0.875,,,,,0.12199996219164053,0.08676516601984355,0.15676943651831132,0.9968719122691625,0.7327657719046771,0.19616600002336781,0.8355704235096915,0.20704710579828486,0.1666401255681023,0.9963515164547346,0.7793097955300808,0.2790929999036962,0.028169827638177866,0.1502213676901862,0.21360720737296032,0.9953115396688187,1.0,0.1802970000426285,0.06305094713213374,0.16576304767285419,0.2099887667939921,0.9968719122691625,0.9815215529790967,0.38868399997227243,0.0178086022789153,0.1496979182399529,0.17123943819081971,0.9973925798870644,0.999978842798062,1.219665000007808,0.344143530763373,0.24790058799584272,0.08175502555581432,0.9947919584137742,0.4786690447384169,2.01321999998072,0.0,0.0,1000.0,0.18148438696767769,0.3317095588235294,0.0,0.0,0.03352430555555556,1.0,0.015664952119845955,0.005221650706615319,0.09248501574789376,sharp area,512,128,0.5672353506088257,0.006885654151127842,0.5477225575051661,0.0,1,0.64,1.0410969455894332,0.00207468299993252,0.021561739999924612,0.929928,0.021744,synthetic,
36,618.459879645,0.1059019923164851,0.1059019923164851,0.9567584694844877,1,1.0,37,0.010029083999938848,0.0,1,0.9,,,,,0.10669138103923356,0.05408288461001323,0.15786197846721847,0.9946140973030042,0.7404906997300426,0.19740800007639336,0.8020015612034767,0.13807171638782045,0.16724928585608012,0.9937192713003874,0.785230639182507,0.2781849999564656,0.02688346655975816,0.09835573872788043,0.21261075924876308,0.9919320337193535,1.0,0.18074000001888635,0.06061323542036066,0.11000351930531425,0.2087980806046186,0.9946140973030042,0.9794190995858493,0.4192960000182211,0.016015798943949087,0.09712242391485787,0.17066228771155528,0.9955097290800464,0.9997668780493214,1.1876280000251427,0.3320030690247994,0.16683430578905764,0.08281760811176446,0.9910396206930275,0.4873470664411184,2.1488689999387134,0.0,0.0,1000.0,0.18108526491651347,0.3317088706820619,0.0,0.0,0.03128472222222222,1.0,0.027002294800985913,0.00900076493366197,0.09227614167909244,sharp area,512,128,0.5683684349060059,0.006181155715627433,0.6102424381615337,0.0,1,0.64,1.0419508910456698,0.00910425100005341,0.028715641000076175,0.958825,0.028897,synthetic,
37,618.48882736,0.054791672602895726,0.08843892485742777,0.9762114331126638,1,1.0,38,0.01001249099999768,0.0,0,0.925,,,,,0.09405451757938245,0.026557542022571268,0.15942818232521452,0.9973524513253147,0.7539251963440949,0.19688800000494666,0.7706542605185757,0.07198610098727865,0.16774074220177512,0.996911875195184,0.7935852981296686,0.28409200001533463,0.02570400703669123,0.05040821119764662,0.21118407540481385,0.9960313067167463,1.0,0.18074000001888635,0.05833299103731618,0.05736810238340059,0.20643858726894437,0.9973524513253147,0.9762342527511911,0.3920730000572803,0.014430582647146306,0.05016964722487078,0.16924133439206968,0.9977932221640565,0.999971740617657,1.1703139999781342,0.320294998261949,0.08728306876525474,0.0859670784071824,0.9955913141965302,0.5090646075598874,2.1307760000581766,0.0,0.0,1000.0,0.18068434771369485,0.3317071054496017,0.0,0.0,0.031145833333333334,1.0,0.013255298149984409,0.00441843271666147,0.09190717380551443,sharp area,512,128,0.5707204937934875,0.005886023801529645,0.41300474169997936,0.0,1,0.64,1.0396185302972645,0.0020559429999593704,0.021751832999939325,0.980809,0.021984,synthetic,
38,618.51076171,0.004533695620517462,0.05916139367623868,0.9969591865713371,1,1.0,39,0.009917139000094721,0.0,0,0.95,,,,,0.08294926051641072,0.0019508725933186572,0.1786021519214621,0.9963632010443786,0.9977407638152284,0.19709299999703944,0.7400045894863468,0.005833090334234995,0.17855273308468822,0.9957583550772371,0.9980705734951417,0.27766599998813035,0.024569132470392035,0.0039686004730249925,0.17868076809946964,0.9945497644420054,1.0,0.18109300003743556,0.05605902839029377,0.0045252884578584965,0.17897575357979864,0.9963632010443786,0.9998278473130536,0.40698199995858886,0.012880160588225905,0.003956070796002295,0.14329222962142932,0.9969684144085318,0.9999999127817781,1.1799799999607785,0.30873746130204155,0.007455072354042694,0.14189636369315214,0.993946019328262,0.993269702710886,2.0801829999754773,0.0,0.0,1000.0,0.18027071485332413,0.3317059386010264,0.0,0.0,0.031145833333333334,1.0,0.018217140933053502,0.006072380311017834,0.09166509052150756,sharp area,512,128,0.5727900862693787,0.00563240596108244,0.42466285647165647,0.0,1,0.64,1.038754780050491,0.0020908309999185803,0.021696905999988303,1.002689,0.02188,synthetic,
39,618.532643413,0.0,0.038683847034970166,0.98894350660655,1,1.0,40,0.009897010000031514,0.0,0,0.975,,,,,0.07387623056157017,0.0,0.17967095043655795,0.9835226244224393,1.0,0.19833399994695355,0.7122944374493303,0.0,0.1791741107053538,0.9808029131103773,1.0,0.280351000014889,0.023559342605874566,0.0,0.17818454914039164,0.9753860319449225,1.0,0.18036999995274527,0.05403390113842667,0.0,0.18006649492193672,0.9856878433929535,1.0,0.39272200001505553,0.011498692238960946,0.0,0.14445264734750451,0.9884211003419325,1.0,1.1739430000261564,0.29756097145693283,0.0,0.13845124744825532,0.9473563611285509,1.0,2.010886999983086,0.0,0.0,1000.0,0.1798793717926624,0.33170881084367343,0.0,0.0,0.029340277777777778,0.9780092592592593,0.017100964924605763,0.005700321641535254,0.09132913695401484,sharp area,512,128,0.5742286443710327,0.005430910291889611,0.40019526483955303,0.0,1,0.64,1.0373125338100195,0.009114807000059955,0.028684789000067212,1.031556,0.028867,synthetic,
40,618.56149785,0.0,0.025274405723352638,0.9904053603337261,1,1.0,41,0.009802917000001798,0.0,0,1.0,,,,,0.06599471416069556,0.0,0.17955552141340106,0.9848614389009801,1.0,0.1957030000312443,0.6857955089156165,0.0,0.17909960169124609,0.9823607207384287,1.0,0.2802770000016608,0.022604294373575643,0.0,0.17819123226321806,0.9773783174411131,1.0,0.18177800006924372,0.05209941367080196,0.0,0.17989875021428703,0.9867440477344592,1.0,0.37887000007685856,0.010222196469153835,0.0,0.14428536341261705,0.9892559241866287,1.0,1.2244620000956274,0.28663794708844725,0.0,0.13896953100523055,0.9528092703014952,1.0,1.9317579999551526,0.0,0.0,1000.0,0.179480354458678,0.33170133104511335,0.0,0.0,0.029427083333333333,0.9809027777777778,0.018979927691745335,0.006326642563915112,0.09106484158959094,sharp area,512,128,0.5752368569374084,0.005287722687898854,0.36887356686720363,0.0,1,0.64,1.0355523409408613,0.0020327390000147716,0.021392054999978427,1.053116,0.02156,synthetic,frame_000040.png
